Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
g1_03_R2_paired	(1, 32.26325700186139)	(2, 32.37067659408684)	(3, 32.44000259729016)	(4, 36.01590840223367)	(5, 35.99645037011385)	(6, 36.02532357906584)	(7, 36.07328687069824)	(8, 36.0482663088178)	(9, 37.77604865590234)	(10, 37.71263148781438)	(12, 37.693444006752955)	(14, 39.095645210164065)	(16, 39.07133890307779)	(18, 39.08394658239903)	(20, 39.07357906584131)	(22, 39.036394528375396)	(24, 38.991320722046666)	(26, 38.93557638197481)	(28, 38.869388771048875)	(30, 38.83119778364573)	(32, 38.76877624345266)	(34, 38.693801134150036)	(36, 38.63598112631128)	(38, 38.58459137793354)	(40, 38.481488079550104)	(42, 38.37114746643374)	(44, 38.22375721012688)	(46, 38.20304505343156)	(48, 38.050718412729225)	(50, 37.28070191405119)	(52, 37.507974954502785)	(54, 37.85671556824985)	(56, 37.73135037075869)	(58, 37.527790812624666)	(60, 37.24756415580437)	(62, 36.99543980223656)	(64, 36.63398202841125)	(66, 36.279175072136404)	(68, 36.01320558950272)	(70, 35.59850557834061)	(72, 35.24827967995408)	(74, 34.86952849863603)	(76, 34.563002734941875)	(78, 34.28845776523302)	(80, 34.0721938292765)	(82, 33.78211442238151)	(84, 33.617357580506294)	(86, 33.43274504635116)	(88, 33.21517123518028)	(90, 33.155562065512854)	(92, 33.079401237173684)	(94, 33.00517172329701)	(96, 33.0162529915549)	(98, 33.09218011041599)	(100, 30.711041800268173)
g1_03_R2_unpaired	(1, 28.22222222222222)	(2, 28.23148148148148)	(3, 28.21759259259259)	(4, 31.37615740740741)	(5, 31.29513888888889)	(6, 31.30787037037037)	(7, 31.64236111111111)	(8, 31.24652777777778)	(9, 32.54398148148148)	(10, 32.5162037037037)	(12, 32.39699074074074)	(14, 32.91087962962963)	(16, 33.05671296296296)	(18, 32.93981481481481)	(20, 32.907986111111114)	(22, 32.84143518518518)	(24, 32.998842592592595)	(26, 32.88136574074074)	(28, 33.01793981481482)	(30, 32.859375)	(32, 32.57349537037037)	(34, 32.55960648148148)	(36, 32.13456459176568)	(38, 32.12091014635519)	(40, 32.137732309352614)	(42, 32.087431401834344)	(44, 31.45191400759787)	(46, 31.858393066029517)	(48, 31.899300577023958)	(50, 31.436499346405228)	(52, 31.890380588568195)	(54, 31.9223265719586)	(56, 32.170033670033675)	(58, 31.968753713365956)	(60, 32.04525221378874)	(62, 31.797931052185742)	(64, 31.57378501869202)	(66, 31.390590126338637)	(68, 31.445736045974712)	(70, 31.090763052208835)	(72, 31.18876106884105)	(74, 30.777723050942864)	(76, 30.907356385177025)	(78, 29.896366547604387)	(80, 29.9270780418683)	(82, 30.137638693545867)	(84, 29.88284477670667)	(86, 29.7687873818252)	(88, 29.6116005452328)	(90, 30.201625859520597)	(92, 29.711870210639322)	(94, 30.237353794928712)	(96, 30.506354166666668)	(98, 30.84228852542806)	(100, 29.738255033557046)
g3_01_R1_paired	(1, 32.54551158614423)	(2, 32.6117181245808)	(3, 32.65609381423224)	(4, 36.167463597221925)	(5, 36.136632120989205)	(6, 36.12321772431251)	(7, 36.16179493281984)	(8, 36.14069971223955)	(9, 37.88225621497652)	(10, 37.80928838789242)	(12, 37.82899889655769)	(14, 39.212715549882084)	(16, 39.19310240377334)	(18, 39.19382721391635)	(20, 39.18075899521842)	(22, 39.14187888097969)	(24, 39.132477985244165)	(26, 39.06230121811376)	(28, 39.0206192258595)	(30, 38.98854367251563)	(32, 38.922715766243314)	(34, 38.871632878253536)	(36, 38.82459091644598)	(38, 38.77734175274609)	(40, 38.71684938544249)	(42, 38.63602673670158)	(44, 38.56064160720805)	(46, 38.52109851213052)	(48, 38.44411299817136)	(50, 38.28782928483139)	(52, 38.12008507674041)	(54, 37.969337901503025)	(56, 37.72963876226703)	(58, 37.49868932879528)	(60, 37.25592892015721)	(62, 36.97210821366842)	(64, 36.58787288950063)	(66, 36.22481018997534)	(68, 35.91113909446845)	(70, 35.519318583418425)	(72, 35.14977067392746)	(74, 34.79133572085006)	(76, 33.95640660924716)	(78, 34.332610682575364)	(80, 34.242883565334196)	(82, 34.004273191377685)	(84, 33.86366660679259)	(86, 33.74086249530784)	(88, 33.5924205963224)	(90, 33.54940608753286)	(92, 33.481633568518404)	(94, 33.41017882166149)	(96, 33.3597065256732)	(98, 33.335186732247855)	(100, 31.13590824850259)
g3_01_R1_unpaired	(1, 28.713581984517944)	(2, 28.5890218156228)	(3, 28.85292047853624)	(4, 32.286418015482056)	(5, 32.118226600985224)	(6, 32.2441942294159)	(7, 32.456720619282194)	(8, 32.04363124560169)	(9, 33.24630541871921)	(10, 32.902181562280084)	(12, 32.96164672765658)	(14, 33.38775510204081)	(16, 33.41133004926108)	(18, 33.25686136523575)	(20, 33.33180858550317)	(22, 33.22308233638283)	(24, 33.37966220971147)	(26, 33.13757916959887)	(28, 33.08163265306122)	(30, 32.81562280084448)	(32, 32.902885292047856)	(34, 32.769528501055596)	(36, 32.69939469222466)	(38, 32.564164100442156)	(40, 32.62735498351687)	(42, 32.56368217988908)	(44, 32.2990262041379)	(46, 32.493286171008776)	(48, 32.44694011166111)	(50, 32.416884892363385)	(52, 32.30657611215668)	(54, 32.029287851907604)	(56, 32.182773590114124)	(58, 32.02143852301289)	(60, 31.547505788784857)	(62, 31.582840432413363)	(64, 31.573132197607773)	(66, 31.135253625525493)	(68, 31.139068651993053)	(70, 31.37473934516188)	(72, 30.74955581903765)	(74, 30.673066088061475)	(76, 29.782029291031343)	(78, 30.27873780470187)	(80, 30.159225801635)	(82, 30.198584401709404)	(84, 30.25130640177315)	(86, 30.260560224089637)	(88, 30.143055458004703)	(90, 30.286575746781335)	(92, 30.080935828877006)	(94, 30.464967745861735)	(96, 30.702610529377544)	(98, 30.86548952052828)	(100, 29.06513409961686)
g3_01_R2_paired	(1, 32.29052986866873)	(2, 32.393755814708236)	(3, 32.46351067742703)	(4, 36.025314264696334)	(5, 35.99156191176789)	(6, 36.03057184274865)	(7, 36.07988056859733)	(8, 36.06596854107618)	(9, 37.7884203466107)	(10, 37.736591012354225)	(12, 37.712553278954545)	(14, 39.09325169302667)	(16, 39.07291373677492)	(18, 39.107423354031894)	(20, 39.08851338194249)	(22, 39.040264826153745)	(24, 38.99957809558839)	(26, 38.95971353772258)	(28, 38.90045219498475)	(30, 38.85590341634393)	(32, 38.781810510828876)	(34, 38.73051126160237)	(36, 38.64542830833785)	(38, 38.60267421776685)	(40, 38.52616313112778)	(42, 38.3882392097473)	(44, 38.26843895048937)	(46, 38.23162254605805)	(48, 38.08887140203004)	(50, 37.320039053975464)	(52, 37.53913521383549)	(54, 37.86002971523726)	(56, 37.75013176281932)	(58, 37.54024255623534)	(60, 37.30018665876632)	(62, 37.04474654817301)	(64, 36.664483505849205)	(66, 36.313012967177244)	(68, 36.06059728022392)	(70, 35.608654722786824)	(72, 35.24613920224412)	(74, 34.912770092224825)	(76, 34.59031499745258)	(78, 34.32769920634233)	(80, 34.10329903237467)	(82, 33.8265871153188)	(84, 33.62488524817541)	(86, 33.446329853986796)	(88, 33.223958318786984)	(90, 33.13872048923915)	(92, 33.042007839562174)	(94, 32.96952350887035)	(96, 33.01941130522795)	(98, 33.106617275541545)	(100, 30.68941670800385)
g3_01_R2_unpaired	(1, 28.330708661417322)	(2, 28.30483689538808)	(3, 28.426321709786276)	(4, 31.564679415073115)	(5, 31.68503937007874)	(6, 31.805399325084366)	(7, 32.18560179977503)	(8, 31.962879640044996)	(9, 32.481439820022494)	(10, 32.625421822272216)	(12, 32.485939257592804)	(14, 33.102362204724415)	(16, 33.054555680539934)	(18, 33.3037120359955)	(20, 33.24128233970754)	(22, 33.125984251968504)	(24, 33.11192350956131)	(26, 33.13667041619797)	(28, 33.16872890888639)	(30, 32.76096737907761)	(32, 32.60967379077616)	(34, 32.62879640044994)	(36, 32.282214651902834)	(38, 32.22287560923924)	(40, 32.38571397351283)	(42, 32.27895384217)	(44, 31.774447875607777)	(46, 32.007691591655885)	(48, 31.854994433448788)	(50, 30.985789042591918)	(52, 31.657827982461193)	(54, 32.41052259299326)	(56, 32.37172456099992)	(58, 32.09960854092527)	(60, 31.762723030758742)	(62, 32.11977104427989)	(64, 32.06559562965178)	(66, 31.19842453093395)	(68, 31.251471420486702)	(70, 31.05222686506319)	(72, 30.765809692671397)	(74, 30.805541188640213)	(76, 30.29541835789144)	(78, 30.126892301830384)	(80, 30.295304493496253)	(82, 30.349721137757946)	(84, 30.285917721518985)	(86, 29.742493409631585)	(88, 29.835989519482702)	(90, 30.0538259004913)	(92, 30.079765625)	(94, 29.97697910815561)	(96, 30.0130424825375)	(98, 30.688227513227513)	(100, 28.68794326241135)
g3_02_R1_paired	(1, 32.56358281358281)	(2, 32.61408523908524)	(3, 32.67831774081774)	(4, 36.1778413028413)	(5, 36.13621794871795)	(6, 36.12521656271656)	(7, 36.167186417186414)	(8, 36.13515679140679)	(9, 37.909909909909906)	(10, 37.81961408523908)	(12, 37.826803967428965)	(14, 39.229578135828135)	(16, 39.22155448717949)	(18, 39.22706600831601)	(20, 39.226719507969506)	(22, 39.18681782744282)	(24, 39.14732761607762)	(26, 39.08425372487872)	(28, 39.0693108974359)	(30, 39.0164695945946)	(32, 38.975463444213446)	(34, 38.90981245668746)	(36, 38.85293289016844)	(38, 38.802867166666644)	(40, 38.761064135706064)	(42, 38.68740909470546)	(44, 38.58573822068948)	(46, 38.55340832421453)	(48, 38.47314026766236)	(50, 38.34969067013165)	(52, 38.19178863894034)	(54, 38.01143432973543)	(56, 37.80174793126689)	(58, 37.578034203388604)	(60, 37.29985111364435)	(62, 37.00492029147197)	(64, 36.63541386047568)	(66, 36.29359914890721)	(68, 35.96782809374153)	(70, 35.5763737064227)	(72, 35.22178344812205)	(74, 34.8179306355573)	(76, 34.00344059649736)	(78, 34.346539867673016)	(80, 34.22984134976479)	(82, 34.03689826103772)	(84, 33.91480125695201)	(86, 33.747747692365806)	(88, 33.62961426085366)	(90, 33.55830583584596)	(92, 33.488277024009875)	(94, 33.427086672999735)	(96, 33.38422680332015)	(98, 33.36601176958628)	(100, 31.163209037128247)
g3_02_R1_unpaired	(1, 28.628423390081423)	(2, 28.74241302738712)	(3, 28.666913397483345)	(4, 32.2738712065137)	(5, 32.266469282013325)	(6, 32.2020725388601)	(7, 32.530717986676535)	(8, 32.373056994818654)	(9, 33.03626943005181)	(10, 32.986676535899335)	(12, 32.835677276091786)	(14, 33.29718726868986)	(16, 33.41080680977054)	(18, 33.30384900074019)	(20, 33.49037749814952)	(22, 33.197261287934865)	(24, 33.43042190969652)	(26, 33.29866765358993)	(28, 32.98260547742413)	(30, 32.756846780162846)	(32, 32.83308660251666)	(34, 32.6280532938564)	(36, 32.645164899663115)	(38, 32.36472364689804)	(40, 32.443504878085335)	(42, 32.35390768587297)	(44, 32.47373077739347)	(46, 32.41661094102787)	(48, 32.731494501751655)	(50, 32.548177065454695)	(52, 32.400915176008006)	(54, 32.40474042086945)	(56, 32.3095379601227)	(58, 32.185024243659655)	(60, 31.99298269408802)	(62, 31.891603306492144)	(64, 31.558105659883147)	(66, 31.12075187614303)	(68, 31.035837577815506)	(70, 30.870349841154752)	(72, 30.871664855853762)	(74, 30.455862180538844)	(76, 29.735417238191037)	(78, 30.37098182799965)	(80, 30.264207889460017)	(82, 30.365714672352446)	(84, 30.246509578974994)	(86, 30.349532105903833)	(88, 29.87461892945764)	(90, 30.06548903272204)	(92, 30.170128706419028)	(94, 30.18964124782054)	(96, 30.185210775031134)	(98, 30.684446220691918)	(100, 28.66796875)
g3_02_R2_paired	(1, 32.33740471240471)	(2, 32.4485446985447)	(3, 32.49523562023562)	(4, 36.05314449064449)	(5, 36.03150987525988)	(6, 36.032982501732505)	(7, 36.103018884268884)	(8, 36.103646916146914)	(9, 37.830539674289675)	(10, 37.7638167013167)	(12, 37.73321638946639)	(14, 39.13896829521829)	(16, 39.130782224532226)	(18, 39.14831297643798)	(20, 39.117712664587664)	(22, 39.07515809078309)	(24, 39.037714397089395)	(26, 38.988706254331255)	(28, 38.92736486486486)	(30, 38.88444213444214)	(32, 38.83217472279972)	(34, 38.765549203049204)	(36, 38.69109078177091)	(38, 38.62819407686526)	(40, 38.568090942567224)	(42, 38.42848518662491)	(44, 38.305536236631575)	(46, 38.26411398585966)	(48, 38.13235199830016)	(50, 37.373657886929365)	(52, 37.58214716610175)	(54, 37.91102243628072)	(56, 37.81481552197152)	(58, 37.592607220999156)	(60, 37.33300513128554)	(62, 37.09223659218214)	(64, 36.714498485542805)	(66, 36.3418939944235)	(68, 36.082986244388735)	(70, 35.68745783908756)	(72, 35.29361497221531)	(74, 34.92587534675778)	(76, 34.628752646285875)	(78, 34.35812433154376)	(80, 34.141537152681366)	(82, 33.854554253207624)	(84, 33.6250208690662)	(86, 33.46311059804438)	(88, 33.28211625263485)	(90, 33.211341348612464)	(92, 33.088887436839606)	(94, 33.01245890172784)	(96, 33.041757162113115)	(98, 33.10085402405307)	(100, 30.673420877177726)
g3_02_R2_unpaired	(1, 28.087046632124352)	(2, 27.912953367875648)	(3, 28.066321243523316)	(4, 31.613471502590674)	(5, 31.376165803108808)	(6, 31.477720207253885)	(7, 32.071502590673575)	(8, 31.773056994818653)	(9, 32.447668393782386)	(10, 32.21139896373057)	(12, 31.916062176165802)	(14, 32.80621761658031)	(16, 32.851295336787565)	(18, 32.68341968911917)	(20, 33.016580310880826)	(22, 32.956994818652845)	(24, 32.91036269430052)	(26, 32.70414507772021)	(28, 32.55958549222798)	(30, 32.62642487046632)	(32, 32.210362694300514)	(34, 32.256994818652856)	(36, 32.04377088148627)	(38, 31.870485130420334)	(40, 31.983043592407)	(42, 32.04334777845908)	(44, 31.91018264342114)	(46, 31.602610080848144)	(48, 31.41706989247312)	(50, 31.03679151719772)	(52, 31.29372344694925)	(54, 31.814118212614453)	(56, 31.9386643876114)	(58, 31.980273800509394)	(60, 31.422990284052233)	(62, 31.435283907760972)	(64, 31.180085613853485)	(66, 31.46919004663252)	(68, 31.132877452610575)	(70, 31.114720165591912)	(72, 31.07209263015551)	(74, 30.449667405764966)	(76, 30.432491376432623)	(78, 30.640627727760183)	(80, 30.19456749107912)	(82, 29.910229503246264)	(84, 30.056073677853504)	(86, 29.874093697713327)	(88, 29.850701774084886)	(90, 29.529520717711083)	(92, 30.144942856267427)	(94, 29.805058957778623)	(96, 29.75721594138824)	(98, 30.60820895522388)	(100, 28.546666666666667)
g3_03_R1_paired	(1, 32.500823509015255)	(2, 32.56052791262136)	(3, 32.5192874479889)	(4, 36.09002253814147)	(5, 36.09169122746186)	(6, 36.09138782940361)	(7, 36.134188626907076)	(8, 36.10371879334258)	(9, 37.83167909153953)	(10, 37.787978935506246)	(12, 37.78874826629681)	(14, 39.17776959084605)	(16, 39.149401872399444)	(18, 39.146779646324546)	(20, 39.14797156726768)	(22, 39.11377427184466)	(24, 39.09272061373093)	(26, 39.04294166088766)	(28, 38.99077886615811)	(30, 38.956354022191405)	(32, 38.90901308945908)	(34, 38.857067007628295)	(36, 38.80120934607735)	(38, 38.73904720912171)	(40, 38.709590938313426)	(42, 38.62648200552768)	(44, 38.54201948394787)	(46, 38.48747847990473)	(48, 38.43213437184211)	(50, 38.280971448602116)	(52, 38.13883444439959)	(54, 37.94715270619789)	(56, 37.73954980308669)	(58, 37.51436612480073)	(60, 37.257957465176474)	(62, 36.9802406383516)	(64, 36.6004920356817)	(66, 36.26586704943648)	(68, 35.93779013739274)	(70, 35.54616362762944)	(72, 35.16941053709206)	(74, 34.804418534662524)	(76, 33.95643112328705)	(78, 34.31582802370797)	(80, 34.234361005457345)	(82, 34.01609188284683)	(84, 33.866094447876435)	(86, 33.748802378345246)	(88, 33.58587691872746)	(90, 33.520203962045485)	(92, 33.47364180676924)	(94, 33.38410844814099)	(96, 33.35338160823251)	(98, 33.337590047821834)	(100, 31.192724541259793)
g3_03_R1_unpaired	(1, 28.713120326308633)	(2, 28.73215499660095)	(3, 28.670292318150917)	(4, 32.35146159075459)	(5, 32.11964649898029)	(6, 32.08701563562202)	(7, 32.522093813732155)	(8, 32.35554044867437)	(9, 32.98028552005439)	(10, 32.774303195105375)	(12, 32.95785180149558)	(14, 33.3276682528892)	(16, 33.276342624065265)	(18, 33.36335825968729)	(20, 33.3844323589395)	(22, 33.42726036709722)	(24, 33.42386131883073)	(26, 33.161454792658056)	(28, 33.240652617267166)	(30, 32.97212780421482)	(32, 32.95989123045547)	(34, 32.598232494901424)	(36, 32.500278698596695)	(38, 32.696632900316345)	(40, 32.47705910852713)	(42, 32.46491487795033)	(44, 32.64660551345027)	(46, 32.58089715803714)	(48, 32.63155317374675)	(50, 32.396522957008884)	(52, 32.29640233362143)	(54, 32.001479802477135)	(56, 32.208933439546826)	(58, 32.02677505104596)	(60, 31.90007327614758)	(62, 31.65157797716875)	(64, 31.419335587825742)	(66, 31.154635980575556)	(68, 31.256632995888165)	(70, 31.320148065738657)	(72, 30.8251287001287)	(74, 30.452349378910313)	(76, 29.82936507936508)	(78, 30.439002907824694)	(80, 30.553882198010857)	(82, 30.41122259383129)	(84, 30.178523532288857)	(86, 30.554602312324654)	(88, 30.003050250771604)	(90, 30.340115798180314)	(92, 30.364973538886332)	(94, 30.231492055859427)	(96, 30.277638802029045)	(98, 30.745715460683613)	(100, 29.36466165413534)
g3_03_R2_paired	(1, 32.243238557558946)	(2, 32.36329750346741)	(3, 32.424042128987516)	(4, 36.00080183772538)	(5, 35.96684292649098)	(6, 35.98279299583911)	(7, 36.05519677531207)	(8, 36.05478502080444)	(9, 37.74111477115118)	(10, 37.686698162274624)	(12, 37.677119452149796)	(14, 39.05313800277392)	(16, 39.05204360263523)	(18, 39.05352808599168)	(20, 39.05030989944522)	(22, 38.9934552704577)	(24, 38.96249783287101)	(26, 38.90185072815534)	(28, 38.85260272191401)	(30, 38.79153302704577)	(32, 38.75321818654646)	(34, 38.66697728848821)	(36, 38.61062372348432)	(38, 38.56980403280938)	(40, 38.494099441080465)	(42, 38.37664338180385)	(44, 38.231376099291865)	(46, 38.188713648297835)	(48, 38.039860519543225)	(50, 37.27539517453568)	(52, 37.497246868014116)	(54, 37.86936334071633)	(56, 37.76606009867338)	(58, 37.56019818298047)	(60, 37.30078902288764)	(62, 37.04771892560589)	(64, 36.68516353647342)	(66, 36.31452715242126)	(68, 36.05682992832122)	(70, 35.628934328709356)	(72, 35.2795168069954)	(74, 34.918913998104244)	(76, 34.58194413111181)	(78, 34.323477220251036)	(80, 34.119742375646304)	(82, 33.815161064638424)	(84, 33.622334684878155)	(86, 33.43093271698801)	(88, 33.22224961543536)	(90, 33.15479899692647)	(92, 33.05412803222954)	(94, 32.99820174140508)	(96, 33.02010805288404)	(98, 33.12523795699765)	(100, 30.69098762549615)
g3_03_R2_unpaired	(1, 28.069794050343248)	(2, 28.065217391304348)	(3, 28.054919908466818)	(4, 31.40274599542334)	(5, 31.804347826086957)	(6, 31.117848970251718)	(7, 31.829519450800916)	(8, 31.68421052631579)	(9, 32.31121281464531)	(10, 32.12242562929062)	(12, 32.07379862700229)	(14, 32.84153318077803)	(16, 32.55377574370709)	(18, 32.82265446224257)	(20, 32.986842105263165)	(22, 33.06006864988558)	(24, 32.87700228832952)	(26, 32.74313501144165)	(28, 32.69279176201373)	(30, 32.23798627002289)	(32, 32.09324942791762)	(34, 32.25)	(36, 32.092106590495206)	(38, 32.01116938341602)	(40, 31.871779279590548)	(42, 31.832883481915644)	(44, 31.887105777031152)	(46, 31.971808510638297)	(48, 31.894316095471236)	(50, 31.438361728395062)	(52, 31.46857739197744)	(54, 31.911435742482574)	(56, 32.428879886624955)	(58, 31.890375457875457)	(60, 31.997236532087378)	(62, 31.932359043202343)	(64, 31.69773589512433)	(66, 32.10441574628312)	(68, 31.218933086648164)	(70, 31.246240173179903)	(72, 30.98256769825919)	(74, 30.262998219952017)	(76, 30.365537645378495)	(78, 30.66949941580254)	(80, 30.342339544513457)	(82, 29.61946444718007)	(84, 29.76279708601578)	(86, 30.06056739514049)	(88, 29.93541326722731)	(90, 29.65785609397944)	(92, 29.634049546125297)	(94, 30.14839745947669)	(96, 30.732014811331844)	(98, 31.144078585191302)	(100, 29.972972972972972)
