N_unmapped	119	119	119
N_multimapping	2437	2437	2437
N_noFeature	4155	25470	26057
N_ambiguous	75	3	0
FBgn0040037	27	10	17
FBgn0052011	0	0	0
FBgn0052010	1	1	0
FBgn0052009	0	0	0
FBgn0025740	194	102	92
FBgn0004859	570	275	295
FBgn0017545	3819	1993	1826
FBgn0085432	199	97	102
FBgn0011747	834	417	417
FBgn0052000	602	310	292
FBgn0052006	24	10	14
FBgn0051997	453	236	217
FBgn0053978	1017	513	504
FBgn0039889	138	60	78
FBgn0039890	390	205	185
FBgn0051998	349	188	161
FBgn0024811	258	127	131
FBgn0051999	215	99	116
FBgn0039896	149	83	66
FBgn0039897	429	197	232
FBgn0053481	42	31	20
FBgn0259216	27	17	19
FBgn0042696	203	108	95
FBgn0039900	84	39	45
FBgn0026777	300	156	144
FBgn0039902	278	146	132
FBgn0052850	153	74	79
FBgn0259214	1411	710	701
FBgn0039904	438	230	208
FBgn0039905	76	38	38
FBgn0039907	371	196	175
FBgn0016126	448	224	224
FBgn0026262	536	278	258
FBgn0041005	42	20	22
FBgn0039908	265	150	115
FBgn0004607	415	205	210
FBgn0026869	601	297	304
FBgn0022361	146	74	72
FBgn0039909	462	236	226
FBgn0040324	274	141	133
FBgn0039911	43	21	22
FBgn0028996	130	68	62
FBgn0025936	429	224	205
FBgn0039914	189	101	88
FBgn0039915	113	59	54
FBgn0039916	31	15	16
FBgn0051992	1119	537	583
FBgn0024728	232	120	113
FBgn0039920	175	93	82
FBgn0026199	240	132	108
FBgn0005558	28	17	11
FBgn0005666	1479	746	733
FBgn0039923	398	201	197
FBgn0039939	0	0	0
FBgn0039938	150	66	84
FBgn0039937	5	1	4
FBgn0053797	1	0	1
FBgn0039936	628	314	314
FBgn0025726	955	460	495
FBgn0052021	29	14	15
FBgn0023213	1123	559	564
FBgn0019985	37	21	16
FBgn0052016	371	187	184
FBgn0039932	12	7	5
FBgn0083990	5	1	4
FBgn0019650	52	28	24
FBgn0025741	762	379	383
FBgn0039930	27	14	13
FBgn0039929	143	77	67
FBgn0010217	3529	1824	1706
FBgn0004624	616	331	285
FBgn0011642	343	176	168
FBgn0087002	10484	5287	5198
FBgn0024913	54	25	29
FBgn0005561	52	26	26
FBgn0039928	898	445	453
FBgn0013749	168	86	82
FBgn0039927	168	84	84
FBgn0052017	76	45	31
FBgn0039925	9	4	5
FBgn0002521	231	103	128
FBgn0250819	401	221	239
FBgn0039924	208	144	124
FBgn0067895	240	123	118
FBgn0069921	1	0	1
FBgn0027101	330	173	157
FBgn0053653	260	119	141
