N_unmapped	129	129	129
N_multimapping	1959	1959	1959
N_noFeature	3379	25481	25749
N_ambiguous	62	0	1
FBgn0040037	0	0	0
FBgn0052011	0	0	0
FBgn0052010	3	0	3
FBgn0052009	0	0	0
FBgn0025740	166	84	82
FBgn0004859	542	273	269
FBgn0017545	4647	2337	2310
FBgn0085432	158	86	72
FBgn0011747	832	425	407
FBgn0052000	615	322	293
FBgn0052006	14	6	8
FBgn0051997	518	263	255
FBgn0053978	1172	580	592
FBgn0039889	133	72	61
FBgn0039890	366	186	180
FBgn0051998	348	170	178
FBgn0024811	253	127	126
FBgn0051999	195	94	101
FBgn0039896	75	34	41
FBgn0039897	291	151	140
FBgn0053481	56	25	35
FBgn0259216	27	19	12
FBgn0042696	113	52	61
FBgn0039900	53	22	31
FBgn0026777	362	178	184
FBgn0039902	286	131	155
FBgn0052850	124	64	60
FBgn0259214	1342	679	663
FBgn0039904	415	195	220
FBgn0039905	84	41	43
FBgn0039907	330	173	157
FBgn0016126	637	341	296
FBgn0026262	510	248	262
FBgn0041005	35	22	13
FBgn0039908	214	109	105
FBgn0004607	322	153	169
FBgn0026869	589	287	302
FBgn0022361	149	71	78
FBgn0039909	329	158	171
FBgn0040324	263	153	110
FBgn0039911	33	18	15
FBgn0028996	99	55	44
FBgn0025936	415	219	196
FBgn0039914	181	83	99
FBgn0039915	38	24	15
FBgn0039916	25	15	10
FBgn0051992	1025	512	514
FBgn0024728	219	118	102
FBgn0039920	149	73	76
FBgn0026199	261	131	130
FBgn0005558	33	16	17
FBgn0005666	713	352	361
FBgn0039923	397	194	204
FBgn0039939	1	1	1
FBgn0039938	121	62	59
FBgn0039937	1	1	0
FBgn0053797	0	0	0
FBgn0039936	663	331	332
FBgn0025726	931	464	467
FBgn0052021	32	18	14
FBgn0023213	1293	643	650
FBgn0019985	29	14	15
FBgn0052016	338	154	184
FBgn0039932	13	6	7
FBgn0083990	3	1	2
FBgn0019650	61	34	27
FBgn0025741	734	377	357
FBgn0039930	20	11	9
FBgn0039929	136	75	61
FBgn0010217	2431	1203	1228
FBgn0004624	566	276	290
FBgn0011642	353	200	153
FBgn0087002	13613	6869	6744
FBgn0024913	62	29	33
FBgn0005561	30	13	17
FBgn0039928	933	479	455
FBgn0013749	210	100	111
FBgn0039927	169	81	89
FBgn0052017	67	36	32
FBgn0039925	8	5	3
FBgn0002521	207	99	109
FBgn0250819	220	134	137
FBgn0039924	233	131	153
FBgn0067895	218	114	104
FBgn0069921	1	0	1
FBgn0027101	385	203	182
FBgn0053653	233	126	108
