N_unmapped	128	128	128
N_multimapping	2911	2911	2911
N_noFeature	4568	25525	25943
N_ambiguous	64	0	3
FBgn0040037	24	14	10
FBgn0052011	0	0	0
FBgn0052010	2	0	2
FBgn0052009	0	0	0
FBgn0025740	228	120	108
FBgn0004859	631	323	308
FBgn0017545	3736	1922	1814
FBgn0085432	221	100	121
FBgn0011747	925	441	484
FBgn0052000	753	362	391
FBgn0052006	20	10	10
FBgn0051997	277	128	149
FBgn0053978	1139	548	591
FBgn0039889	125	61	64
FBgn0039890	384	205	179
FBgn0051998	414	209	205
FBgn0024811	235	114	123
FBgn0051999	219	108	111
FBgn0039896	62	32	30
FBgn0039897	317	152	165
FBgn0053481	46	23	26
FBgn0259216	25	14	14
FBgn0042696	166	82	84
FBgn0039900	68	38	31
FBgn0026777	344	167	177
FBgn0039902	244	128	116
FBgn0052850	118	55	63
FBgn0259214	1398	687	711
FBgn0039904	483	255	228
FBgn0039905	106	41	65
FBgn0039907	392	213	179
FBgn0016126	554	275	279
FBgn0026262	607	303	304
FBgn0041005	39	20	19
FBgn0039908	281	157	124
FBgn0004607	374	173	201
FBgn0026869	654	349	306
FBgn0022361	150	78	72
FBgn0039909	343	167	176
FBgn0040324	307	144	163
FBgn0039911	40	24	16
FBgn0028996	142	72	70
FBgn0025936	494	272	222
FBgn0039914	201	98	103
FBgn0039915	26	13	13
FBgn0039916	33	17	16
FBgn0051992	1200	621	580
FBgn0024728	311	159	153
FBgn0039920	217	110	107
FBgn0026199	259	121	138
FBgn0005558	27	14	13
FBgn0005666	674	331	343
FBgn0039923	418	223	195
FBgn0039939	0	0	0
FBgn0039938	175	87	88
FBgn0039937	3	2	1
FBgn0053797	0	0	0
FBgn0039936	646	328	318
FBgn0025726	1014	514	500
FBgn0052021	52	25	27
FBgn0023213	1202	625	577
FBgn0019985	57	29	28
FBgn0052016	387	176	211
FBgn0039932	10	8	2
FBgn0083990	0	0	0
FBgn0019650	64	40	24
FBgn0025741	807	415	392
FBgn0039930	19	10	9
FBgn0039929	150	69	81
FBgn0010217	2244	1131	1113
FBgn0004624	636	317	319
FBgn0011642	374	190	184
FBgn0087002	10917	5531	5387
FBgn0024913	51	25	26
FBgn0005561	61	26	35
FBgn0039928	965	484	481
FBgn0013749	191	83	108
FBgn0039927	183	100	83
FBgn0052017	88	45	44
FBgn0039925	5	1	4
FBgn0002521	235	127	108
FBgn0250819	177	120	111
FBgn0039924	234	162	126
FBgn0067895	238	125	113
FBgn0069921	0	0	0
FBgn0027101	390	195	195
FBgn0053653	301	153	148
