#Transcript position	Transcript coverage profile
0.0	62.802540174958764
1.0	67.67064264201544
2.0	68.90762136368846
3.0	70.75857117462141
4.0	71.85838222708624
5.0	71.13461529227877
6.0	69.93299270706312
7.0	70.09809027823202
8.0	69.40957198475387
9.0	69.6269253619198
10.0	69.33254790053032
11.0	69.75772904418653
12.0	70.39424490935875
13.0	68.63941638049148
14.0	71.7703936238167
15.0	82.08194548587022
16.0	82.42144259606803
17.0	84.33876079895207
18.0	84.52360686903245
19.0	100.42943752902978
20.0	104.66248580577147
21.0	105.3315457552416
22.0	107.43690415430197
23.0	104.17773735987953
24.0	101.17947475650445
25.0	96.97817408392562
26.0	93.85487979231567
27.0	94.12961432709665
28.0	93.16584361909489
29.0	92.56576160765333
30.0	90.21615809330632
31.0	88.56206051824356
32.0	86.13310564076957
33.0	74.56508069225156
34.0	62.83533424232084
35.0	59.00681245442106
36.0	58.03067457032355
37.0	57.43203050305396
38.0	56.623765231320114
39.0	58.26301741338368
40.0	58.11094543607642
41.0	59.195638938484095
42.0	60.09899579127007
43.0	60.76025160802099
44.0	60.838522610336554
45.0	60.4886362090846
46.0	60.74417726698
47.0	61.963872656524934
48.0	62.72986038346308
49.0	66.03950147294175
50.0	68.15685635473415
51.0	72.65348361154284
52.0	76.71169262821823
53.0	80.23788291769002
54.0	83.93437506003981
55.0	87.33491221874732
56.0	89.64571455432174
57.0	91.04179357999016
58.0	94.08396913995374
59.0	95.73170405366481
60.0	93.1434878172391
61.0	90.47328860383551
62.0	89.2408326833442
63.0	89.5803603512351
64.0	88.79465186878318
65.0	87.81986931268672
66.0	85.91039698780996
67.0	86.17011883479913
68.0	86.8089885893152
69.0	87.27251639397129
70.0	88.5655726804422
71.0	88.71299187961014
72.0	86.39364369871848
73.0	84.6385746633718
74.0	86.96481229295428
75.0	90.50240799430581
76.0	89.63958729675078
77.0	88.30075182285327
78.0	90.76919001443346
79.0	92.62203636185097
80.0	93.12500741808464
81.0	93.48725900204434
82.0	93.55799431153388
83.0	95.42738524952391
84.0	93.68366529644058
85.0	93.72712693297018
86.0	93.93973125120054
87.0	96.01202508958218
88.0	93.73352315960774
89.0	95.03125443247437
90.0	97.8370316650557
91.0	102.4560526021813
92.0	93.2738154583667
93.0	83.75436619594834
94.0	76.02901011620301
95.0	62.39030095148483
96.0	44.4817730345706
97.0	38.399304399457904
98.0	27.61630006433748
99.0	6.919701010433096
